web-scraper-order,web-scraper-start-url,school_name,school_name-href,print,print-href,type,ug_total_enroll,total_g_enroll,total_other_enroll,disciplines,discipline_degrees,description,faculty_departments,faculty_numbers,ug_tuition,ug_applicants,ug_offered,ug_enrolled,ug_sat,ug_act,g_tuition,g_applicants,g_offered,g_enrolled
"1553491816-85","http://profiles.asee.org/","Virginia Polytechnic Institute and State University","http://profiles.asee.org/profiles/8059/screen/1?school_name=Virginia+Polytechnic+Institute+and+State+University","print entire profile","http://profiles.asee.org/profiles/8059/print_all","PUBLIC","27,140","4,663","501","[{""disciplines"":""Stefan Duma""},{""disciplines"":""""}]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Engr. Science and Engr. Physics""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Metallurgical and Matrls. Engineering""},{""discipline_degrees"":""Nuclear Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Mining Engineering""}]","The College offers a four-year program in engineering (five years for co-op students) plus Masters and Ph.D programs in 12 majors. All undergraduate students begin study with one year of engineering fundamentals before transferring to a degree granting department.

We also offer a 5 year combined BS-MS degree program.","[{""faculty_departments"":""Aerospace and Ocean Engineering""},{""faculty_departments"":""Biological Systems Engineering""},{""faculty_departments"":""Biomedical Engineering & Mechanical Science""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Engineering Education""},{""faculty_departments"":""Industrial and Systems Engineering""},{""faculty_departments"":""Materials Science and Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Mining and Minerals Engineering""},{""faculty_departments"":""Myers-Lawson School of Construction""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.40""},{""faculty_numbers"":""0.63""},{""faculty_numbers"":""1.94""},{""faculty_numbers"":""2.14""},{""faculty_numbers"":""0.25""},{""faculty_numbers"":""0.50""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.30""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""7.16""}]","$13,230","9,758","5,174","2,055","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Composite Range:""},{""ug_act"":""""},{""ug_act"":""""}]","$15,072","3,832","1,411","515"
"1553492655-266","http://profiles.asee.org/","University of Evansville","http://profiles.asee.org/profiles/8228/screen/1?school_name=University+of+Evansville","print entire profile","http://profiles.asee.org/profiles/8228/print_all","PRIVATE","1,982","200","261","[]","[]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Electrical Engineering and Computer Science (CoE)""},{""faculty_departments"":""Electrical Engineering and Computer Science (CS)""},{""faculty_departments"":""Electrical Engineering and Computer Science (EE)""},{""faculty_departments"":""Mechanical and Civil Engineering (Civil)""},{""faculty_departments"":""Mechanical and Civil Engineering (ME)""},{""faculty_departments"":""Undeclared""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","531","null","null","[]","[]","null","null","null","null"
"1553491715-63","http://profiles.asee.org/","Worcester Polytechnic Institute","http://profiles.asee.org/profiles/8112/screen/1?school_name=Worcester+Polytechnic+Institute","print entire profile","http://profiles.asee.org/profiles/8112/print_all","PRIVATE","4,668","2,206","66","[{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Chemical Engineering""},{""disciplines"":""Civil Engineering""},{""disciplines"":""Computer Science (outside engineering)""},{""disciplines"":""Electrical/Computer Engineering""},{""disciplines"":""Engr. Science and Engr. Physics""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Engineering (General)""}]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Architectural Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Engr. Science and Engr. Physics""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Engineering (General)""}]","Student Design Projects Description","[{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil & Environmental Engineering""},{""faculty_departments"":""Computer Science1""},{""faculty_departments"":""Electrical & Computer Engineering""},{""faculty_departments"":""Engineering Physics""},{""faculty_departments"":""Fire Protection Engineering""},{""faculty_departments"":""Interdisciplinary - Other Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""School of Business - Industrial Engineering""},{""faculty_departments"":""Undeclared""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""11""},{""faculty_numbers"":""12""},{""faculty_numbers"":""13""},{""faculty_numbers"":""28""},{""faculty_numbers"":""16""},{""faculty_numbers"":""0""},{""faculty_numbers"":""4""},{""faculty_numbers"":""0""},{""faculty_numbers"":""38""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""94""}]","null","7,168","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Reading Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""""},{""ug_act"":""""}]","null","2,248","null","null"
"1553491797-81","http://profiles.asee.org/","Washington University in St. Louis","http://profiles.asee.org/profiles/8088/screen/1?school_name=Washington+University+in+St.+Louis","print entire profile","http://profiles.asee.org/profiles/8088/print_all","PRIVATE","7,812","8,160","","[{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Computer Science (inside engineering)""},{""disciplines"":""Electrical Engineering""},{""disciplines"":""Chemical Engineering""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Other Engineering Disciplines""}]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Computer Science and Engineering""},{""faculty_departments"":""Electrical and Systems Engineering""},{""faculty_departments"":""Energy, Environmental & Chemical Engineering""},{""faculty_departments"":""Mechanical Engineering & Materials Science""},{""faculty_departments"":""No specific department""},{""faculty_departments"":""Professional Education""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.50""},{""faculty_numbers"":""1.50""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""2.41""},{""faculty_numbers"":""2.67""},{""faculty_numbers"":""9.44""},{""faculty_numbers"":""17.52""}]","$53,399","6,411","888","285","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Composite Range:""},{""ug_act"":""34""},{""ug_act"":""""}]","$52,895","3,257","1,783","535"
"1553492947-329","http://profiles.asee.org/","Brigham Young University - Idaho","http://profiles.asee.org/profiles/8220/screen/1?school_name=Brigham+Young+University+-+Idaho","print entire profile","http://profiles.asee.org/profiles/8220/print_all","","38,005","","","[]","[]","Non-Teaching, Research","[{""faculty_departments"":""Computer Science & Electrical Engineering""},{""faculty_departments"":""Engineering Techology""},{""faculty_departments"":""Mechanical and Civil Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","805","null","null","[]","[]","null","null","null","null"
"1553492974-335","http://profiles.asee.org/","The State University of New York at Binghamton","http://profiles.asee.org/profiles/8084/screen/1?school_name=The+State+University+of+New+York+at+Binghamton","print entire profile","http://profiles.asee.org/profiles/8084/print_all","","14,001","3,580","","[]","[{""discipline_degrees"":""""},{""discipline_degrees"":""""},{""discipline_degrees"":""""},{""discipline_degrees"":""""},{""discipline_degrees"":""""},{""discipline_degrees"":""""}]","Engineering and Computer Science program undergraduate and graduate students come from all over the nation and the world.  Freshman engineering students take the common first year program, offered through the Engineering Design Division, which introduces design concepts from the first semester and emphasizes multi-disciplinary team approach.  In their second year, engineering students begin a major and are assigned to a faculty adviser in their department of major.  The Computer Science undergraduate degree program aims to provide all graduates with an understanding of the theory and practice of automating the representation, storage and processing of information.  The CS program provides flexibility, so that graduates will have the ability to work within various areas of Computer Science and to work across other disciplines.  The Watson School laboratory facilities are excellent.  There is a strong connection with the local high-tech industry.  Extensive services are provided by Career & Alumni Connections staff to aid in student's professional development and internship/full-time job search.  We have strong partnerships with select universities around the world providing exposure to global perspectives, both in and out of the classroom, including opportunities to work and study abroad with select organizations.  We have superior quality of faculty research in electronics packaging, energy efficient systems, health systems and many other areas recognized nationally.  A wide variety of funding is available to support graduate students during their studies.  NSF funded Alliance for Minority Participation (AMP) grant benefits under-represented minorities in Science, Engineering and Mathematics programs.","[]","[]","null","7,043","null","null","[]","[]","null","2,270","null","null"
"1553491990-123","http://profiles.asee.org/","SUNY Polytechnic Institute","http://profiles.asee.org/profiles/8216/screen/1?school_name=SUNY+Polytechnic+Institute","print entire profile","http://profiles.asee.org/profiles/8216/print_all","PUBLIC","2,260","776","","[]","[]","Teaching, Tenure-Track: Full Professor Profiles","[{""faculty_departments"":""Department of  Engineering""},{""faculty_departments"":""Department of  Engineering""},{""faculty_departments"":""Department of Engineering""},{""faculty_departments"":""Department of Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","840","null","null","[]","[]","null","null","null","null"
"1553492110-149","http://profiles.asee.org/","University of Rhode Island","http://profiles.asee.org/profiles/8173/screen/1?school_name=University+of+Rhode+Island","print entire profile","http://profiles.asee.org/profiles/8173/print_all","PUBLIC","14,770","3,018","776","[]","[{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""},{""discipline_degrees"":""INDEPT""}]","Engineering College Description and Special Characteristics","[]","[]","null","2,083","null","null","[]","[]","null","184","null","null"
"1553492965-333","http://profiles.asee.org/","Boston University","http://profiles.asee.org/profiles/8150/screen/1?school_name=Boston+University","print entire profile","http://profiles.asee.org/profiles/8150/print_all","PRIVATE","17,289","16,133","2,319","[]","[{""discipline_degrees"":""John White""},{""discipline_degrees"":""Abraham Matta""},{""discipline_degrees"":""W. Clem Karl""},{""discipline_degrees"":""David Bishop""},{""discipline_degrees"":""Alice White""},{""discipline_degrees"":""Christos Cassandras""},{""discipline_degrees"":""Kenneth Lutchen""}]","Design experiences are integrated throughout the undergraduate curriculum, and include a required sophomore Introduction to Engineering Design in  the Engineering Product Innovation Center.  Capstone senior design projects are required in all  undergraduate degree programs. These projects provide opportunities for students to integrate and apply a variety of engineering principles and techniques to the solution of complex engineering problems. They are structured to develop oral and written communication and presentation skills.","[]","[]","null","7,497","null","null","[]","[]","null","5,556","null","null"
"1553491916-107","http://profiles.asee.org/","The University of Texas at El Paso","http://profiles.asee.org/profiles/8159/screen/1?school_name=The+University+of+Texas+at+El+Paso","print entire profile","http://profiles.asee.org/profiles/8159/print_all","PUBLIC","21,464","3,442","45","[]","[{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Metallurgical and Matrls. Engineering""},{""discipline_degrees"":""Biomedical Engineering""}]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Engineering Education & Leadership""},{""faculty_departments"":""Industrial, Manufacturing and Systems Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Metallurgical, Materials & Biomedical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","1,998","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""24""},{""ug_sat"":""18""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""24""},{""ug_sat"":""18""}]","[]","null","346","null","null"
"1553492637-262","http://profiles.asee.org/","Florida Atlantic University","http://profiles.asee.org/profiles/8247/screen/1?school_name=Florida+Atlantic+University","print entire profile","http://profiles.asee.org/profiles/8247/print_all","PUBLIC","23,266","4,631","1,942","[]","[]","null","[]","[]","null","null","null","null","[]","[]","null","null","null","null"
"1553493030-347","http://profiles.asee.org/","University of Alaska Fairbanks, College of Engineering and Mines","http://profiles.asee.org/profiles/8193/screen/1?school_name=University+of+Alaska+Fairbanks%2C+College+of+Engineering+and+Mines","print entire profile","http://profiles.asee.org/profiles/8193/print_all","PUBLIC","6,504","975","0","[{""disciplines"":""Civil Engineering""},{""disciplines"":""Engineering (General)""},{""disciplines"":""Computer Science (inside engineering)""},{""disciplines"":""Electrical Engineering""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Mining Engineering""},{""disciplines"":""Petroleum Engineering""}]","[{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Mining Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Petroleum Engineering""}]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""College of Engineering and Mines""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Mining and Geological Engineering""},{""faculty_departments"":""Petroleum Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""8""},{""faculty_numbers"":""7""},{""faculty_numbers"":""5""},{""faculty_numbers"":""7""},{""faculty_numbers"":""5""},{""faculty_numbers"":""6""},{""faculty_numbers"":""7""},{""faculty_numbers"":""45""}]","$10,249","282","192","103","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""28""},{""ug_act"":""22""},{""ug_act"":""Composite Range:""},{""ug_act"":""28""},{""ug_act"":""21""}]","$12,236","81","33","20"
"1553492970-334","http://profiles.asee.org/","Boise State University","http://profiles.asee.org/profiles/8095/screen/1?school_name=Boise+State+University","print entire profile","http://profiles.asee.org/profiles/8095/print_all","PUBLIC","22,064","3,476","","[]","[{""discipline_degrees"":""Nancy Glenn""},{""discipline_degrees"":""Amit Jain""},{""discipline_degrees"":""Casey Cline""},{""discipline_degrees"":""Jim Browning""},{""discipline_degrees"":""Sondra Miller""},{""discipline_degrees"":""Will Hughes""},{""discipline_degrees"":""Donald Plumlee""}]","Through an unshakeable focus on learning, the College of Engineering provides students with a world-class education and hands-on experience through research, internships, and student club activities. Our approach reflects the educational needs of the 21st century �"" a commitment to life-long learning, the ability to work in multidisciplinary settings, integration of research and teaching, and an appreciation of creativity and innovation in everything we do.

Our students’ creativity, ingenuity, and determination are evidenced by our continued success in student competitions such as the Society of Automotive Engineers Aero Design Competition, The Associated Schools of Construction Student Competition, and NASA’s Microgravity University. Our students have been Barry M. Goldwater Scholars, Top Ten Scholars, and Academic All-Americans, and our graduates are making contributions across the professional spectrum.

Further strengthening the University’s mission as a metropolitan research university, we are proud of our outstanding faculty and staff, whose cutting edge research brings fresh perspectives to the laboratory and our classrooms. Their collective discoveries are the foundation for the next generation of technological advances, from developing renewable energy to exploring new areas of biomedicine and using DNA as scaffolding for technology on the molecular site.

Our faculty have earned national recognition as evidenced by National Science Foundation Faculty Early CAREER awards.

Our successes have been made possible by the continued support and involvement of our community, the Idaho Legislature, and the high-tech industries in Idaho and the intermountain west.","[]","[]","null","1,312","null","null","[]","[]","null","213","null","null"
"1553491765-74","http://profiles.asee.org/","Western Carolina University","http://profiles.asee.org/profiles/8080/screen/1?school_name=Western+Carolina+University","print entire profile","http://profiles.asee.org/profiles/8080/print_all","PUBLIC","10,027","1,612","11,639","[{""disciplines"":""Engineering (General)""}]","[{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Engineering (General)""}]","The College of Engineering and Technology is home to the Kimmel School of Construction Management, the School of Engineering + Technology and The Rapid Center.

The School is focused on two equally important and interlocking goals :

- Academic programs enhanced by project-based learning to prepare our students for success in their careers.

- Faculty engagement in productive partnerships with business and industry for economic development.

Project-Based Learning

First, by providing project-based learning, we ensure that our graduates are well prepared for success in their careers. Our students are mastering their academic studies in Engineering and Technology and in Construction Management; they are actively involved in using what they are learning. By tackling real projects drawn from industry, they are acquiring hands-on experience in team work, problem solving, goal setting, conflict resolution, deadline management, effective planning, and other critical skills. They graduate with theoretical and practical knowledge as well as actual proof that they can use their knowledge to accomplish results.

Productive Partnerships

Second, we offer expertise and technical resources to business across the region. Through the Center for Rapid Product Realization (the Rapid Center), we provide product-development services and business counseling to inventors and entrepreneurs, start-ups and established companies. With a full range of professional software and equipment all in one place, our faculty and staff help business partners refine their existing products, develop new ones and improve business processes. At the same time, we invite project sponsors to pose challenging problems for students and to mentor their progress in working on innovative solutions. The combined success of our partners and sponsors contributes to economic development throughout the Southeast.","[{""faculty_departments"":""Engineering + Technology""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","0","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""27""},{""ug_sat"":""21""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""27""},{""ug_sat"":""22""}]","[]","null","","null","null"
"1553491907-105","http://profiles.asee.org/","The University of Texas at San Antonio","http://profiles.asee.org/profiles/7997/screen/1?school_name=The+University+of+Texas+at+San+Antonio","print entire profile","http://profiles.asee.org/profiles/7997/print_all","PUBLIC","27,443","4,162","496","[]","[{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""}]","Student Design Projects Description","[]","[]","null","2,107","null","null","[]","[]","null","482","null","null"
"1553491870-97","http://profiles.asee.org/","The University of Tulsa","http://profiles.asee.org/profiles/8186/screen/1?school_name=The+University+of+Tulsa","print entire profile","http://profiles.asee.org/profiles/8186/print_all","PRIVATE","3,297","773","342","[{""disciplines"":""Steven Tipton""},{""disciplines"":""Siamack Shirazi""},{""disciplines"":""""},{""disciplines"":""Cem Sarica""},{""disciplines"":""Cem Sarica""},{""disciplines"":""Siamack Shirazi""},{""disciplines"":""Hong-Quan Zhang""},{""disciplines"":""Keith Wisecarver""},{""disciplines"":""Evren Ozbayoglu""},{""disciplines"":""Cem Sarica""},{""disciplines"":""Cem Sarica""},{""disciplines"":""Albert Reynolds""},{""disciplines"":""Brenton McLaury""},{""disciplines"":""Ovadia Shoham""}]","[{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Engr. Science and Engr. Physics""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Petroleum Engineering""},{""discipline_degrees"":""Petroleum Engineering""}]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Computer Sciences""},{""faculty_departments"":""Electrical  and Computer Engineering""},{""faculty_departments"":""Engineering Physics""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Petroleum Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""1.00""},{""faculty_numbers"":""1.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""3.00""}]","null","3,269","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[]","null","530","null","null"
"1553492222-173","http://profiles.asee.org/","Oakland University","http://profiles.asee.org/profiles/8151/screen/1?school_name=Oakland+University","print entire profile","http://profiles.asee.org/profiles/8151/print_all","PUBLIC","15,799","3,016","494","[]","[{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Mechanical Engineering""}]","Non-Teaching, Research","[{""faculty_departments"":""Computer Science and Engineering""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Industrial and Systems Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","2,745","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""29""},{""ug_sat"":""23""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""30""},{""ug_sat"":""22""}]","[]","null","397","null","null"
"1553491898-103","http://profiles.asee.org/","The University of Toledo","http://profiles.asee.org/profiles/8065/screen/1?school_name=The+University+of+Toledo","print entire profile","http://profiles.asee.org/profiles/8065/print_all","PUBLIC","16,075","3,281","958","[]","[]","All engineering science disciplines have a capstone senior design course as part of their curriculum.  Discipline-specific content is delivered along with mentoring for the capstone project.  The EECS department has a combined capstone for CSE and ELCE majors, and ENVE majors can take either the CHEE or CIVE capstone course as appropriate.  Dual majors enroll in the capstone course associated with their primary major.  The College hosts a public design exposition at the end of the fall and spring semesters.","[]","[]","null","2,242","null","null","[]","[]","null","313","null","null"
